,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR,Name,Unnamed: 0.1
7,7, 해태,30,110,443,380,51,105,13,0,15,163,63,20,5,4,1,74,10,2,3,0.276,0.37,0.429,0.799,0.363,126.8,3.29,이호성,7.0
8,8, 해태,31,83,286,250,28,69,16,1,4,99,30,5,3,1,0,45,10,7,1,0.276,0.348,0.396,0.7440000000000001,0.33,105.7,1.19,이호성,8.0
9,9, 해태,32,101,316,273,43,68,17,0,6,103,35,10,3,0,0,62,6,3,1,0.249,0.342,0.377,0.7190000000000001,0.324,86.8,0.72,이호성,9.0
10,10, 해태,33,117,468,397,52,96,25,0,8,145,57,13,1,4,1,102,8,0,2,0.242,0.353,0.365,0.718,0.33299999999999996,94.6,1.64,이호성,10.0
11,11, 해태/KIA,34,9,17,16,2,4,2,0,1,9,1,0,0,0,0,3,1,0,0,0.25,0.294,0.563,0.857,0.366,110.8,0.08,이호성,11.0
0,0.0, 해태,20,17,24,18,6,3,1,0,1,7,3,0,0,1,0,8,0,0,0,0.16699999999999998,0.375,0.389,0.764,0.36200000000000004,131.3,0.16,이호준,0.0
1,1.0, 해태,21,54,140,126,26,35,9,1,8,70,20,0,0,1,0,27,1,4,2,0.278,0.316,0.556,0.872,0.368,130.2,0.82,이호준,1.0
2,2.0, 해태,22,121,465,422,64,128,27,1,19,214,77,5,2,6,1,71,13,2,8,0.303,0.348,0.507,0.855,0.3720000000000001,134.7,3.66,이호준,2.0
3,3.0, 해태,23,107,342,312,48,86,16,1,16,152,55,5,2,3,1,46,13,3,0,0.276,0.33299999999999996,0.48700000000000004,0.821,0.35100000000000003,104.2,1.42,이호준,3.0
4,4.0, 해태|SK,24,61,209,190,23,44,9,0,10,83,25,1,0,4,0,45,9,3,0,0.23199999999999998,0.29100000000000004,0.4370000000000001,0.728,0.316,83.1,0.13,이호준,4.0
5,5.0, 해태,24,18,40,35,2,4,1,0,0,5,0,0,0,0,0,10,3,0,0,0.114,0.225,0.14300000000000002,0.368,0.192,1.0,-0.35,이호준,5.0
6,6.0, SK,24,43,169,155,21,40,8,0,10,78,25,1,0,4,0,35,6,3,0,0.258,0.307,0.503,0.8109999999999999,0.345,102.7,0.52,이호준,6.0
7,7.0, SK,25,80,308,286,44,67,17,5,8,118,30,4,3,3,0,44,7,1,0,0.23399999999999999,0.287,0.413,0.6990000000000001,0.312,75.1,-0.02,이호준,7.0
8,8.0, SK,26,129,499,444,76,128,24,2,23,225,64,5,3,4,3,75,12,4,2,0.28800000000000003,0.358,0.507,0.8640000000000001,0.373,131.1,3.28,이호준,8.0
9,9.0, SK,27,133,554,473,86,137,20,1,36,267,102,9,7,9,4,80,6,2,1,0.29,0.39,0.564,0.9540000000000001,0.414,154.8,5.15,이호준,9.0
10,10.0, SK,28,133,578,497,87,139,22,2,30,255,112,7,7,4,5,75,12,2,6,0.28,0.368,0.513,0.8809999999999999,0.39,134.9,3.92,이호준,10.0
11,11.0, SK,29,105,411,354,59,96,16,1,21,177,65,5,5,10,2,68,10,0,2,0.271,0.3670000000000001,0.5,0.867,0.389,139.0,2.91,이호준,11.0
12,12.0, SK,31,101,391,351,56,110,22,1,14,176,71,3,6,3,0,59,13,0,6,0.313,0.368,0.501,0.87,0.396,147.7,3.01,이호준,12.0
13,13.0, SK,32,8,26,25,1,5,2,0,0,7,2,0,0,0,0,8,1,0,0,0.2,0.231,0.28,0.511,0.24100000000000002,34.7,-0.14,이호준,13.0
14,14.0, SK,33,103,340,299,40,89,14,1,16,153,55,0,0,1,1,60,9,1,4,0.298,0.369,0.512,0.88,0.384,123.5,1.53,이호준,14.0
15,15.0, SK,34,85,219,194,19,54,9,0,8,87,46,1,0,1,3,39,6,0,4,0.278,0.34299999999999997,0.44799999999999995,0.7909999999999999,0.35100000000000003,106.0,0.54,이호준,15.0
16,16.0, SK,35,114,417,368,41,93,12,0,14,147,62,2,2,1,2,78,10,3,1,0.253,0.33299999999999996,0.39899999999999997,0.733,0.33899999999999997,102.4,0.79,이호준,16.0
17,17.0, SK,36,127,504,426,55,128,26,0,18,208,78,3,3,5,5,90,10,0,1,0.3,0.40700000000000003,0.488,0.895,0.414,163.1,4.45,이호준,17.0
18,18.0, NC,37,126,508,442,46,123,25,1,20,210,87,2,3,1,3,109,8,0,5,0.278,0.36200000000000004,0.475,0.8370000000000001,0.381,126.9,2.4,이호준,18.0
19,19.0, NC,38,122,500,424,59,115,20,0,23,204,78,3,5,3,0,104,15,1,5,0.271,0.371,0.48100000000000004,0.852,0.377,111.6,1.37,이호준,19.0
20,20.0, NC,39,131,518,449,48,132,25,0,24,229,110,0,2,3,7,102,16,3,2,0.294,0.381,0.51,0.8909999999999999,0.386,125.7,1.87,이호준,20.0
21,21.0, NC,40,119,472,399,46,119,20,0,21,202,87,3,2,2,6,78,11,2,4,0.298,0.396,0.506,0.902,0.396,125.7,1.71,이호준,21.0
22,22.0, NC,41,77,187,164,13,49,10,0,7,80,36,1,0,1,2,41,2,1,3,0.299,0.366,0.488,0.853,0.3670000000000001,113.3,0.63,이호준,22.0
0,0, 해태,19,71,211,189,16,39,9,0,2,54,11,0,1,0,0,35,3,1,0,0.20600000000000002,0.28600000000000003,0.28600000000000003,0.5710000000000001,0.273,69.2,-0.26,장성호,0.0
1,1, 해태,20,103,334,314,36,84,14,1,4,112,35,2,2,4,0,46,7,3,0,0.268,0.305,0.35700000000000004,0.662,0.303,85.7,0.32,장성호,1.0
2,2, 해태,21,125,529,465,76,145,23,1,15,215,49,5,0,9,6,53,12,9,2,0.312,0.381,0.462,0.843,0.369,132.6,3.71,장성호,2.0
3,3, 해태,22,129,559,485,110,166,32,1,24,272,62,5,3,8,2,71,9,0,5,0.342,0.42,0.561,0.981,0.425,152.0,5.63,장성호,3.0
4,4, 해태,23,115,546,450,90,146,30,1,14,220,48,6,5,3,4,57,7,2,3,0.324,0.436,0.489,0.925,0.413,148.2,4.66,장성호,4.0
5,5, 해태/KIA,24,133,591,489,86,152,32,4,23,261,97,6,4,6,5,53,11,3,3,0.311,0.42200000000000004,0.534,0.956,0.423,148.3,5.16,장성호,5.0
6,6, KIA,25,133,586,481,82,165,29,0,19,251,95,7,3,9,14,53,15,2,8,0.34299999999999997,0.445,0.522,0.9670000000000001,0.419,163.1,6.02,장성호,6.0
7,7, KIA,26,130,571,476,93,150,36,2,21,253,105,13,4,3,7,52,7,3,5,0.315,0.41700000000000004,0.532,0.9490000000000001,0.415,154.2,5.58,장성호,7.0
8,8, KIA,27,130,561,474,78,142,29,0,19,228,80,11,7,7,5,61,11,0,4,0.3,0.401,0.48100000000000004,0.882,0.4,140.8,4.24,장성호,8.0
9,9, KIA,28,123,533,464,70,139,23,1,16,212,74,4,1,3,10,48,12,1,4,0.3,0.382,0.457,0.8390000000000001,0.377,129.8,3.37,장성호,9.0
10,10, KIA,29,126,540,445,62,136,24,2,13,203,79,6,3,3,10,38,5,3,6,0.306,0.413,0.456,0.87,0.397,154.8,4.95,장성호,10.0
11,11, KIA,30,116,464,395,55,111,22,0,11,166,62,9,4,3,3,30,10,0,3,0.281,0.382,0.42,0.802,0.374,130.8,2.94,장성호,11.0
12,12, KIA,31,85,352,293,39,89,17,1,7,129,46,15,5,3,6,25,11,0,3,0.304,0.41200000000000003,0.44,0.852,0.395,141.3,2.79,장성호,12.0
13,13, KIA,32,88,312,271,39,77,11,3,7,115,39,7,5,1,0,42,8,0,0,0.284,0.37799999999999995,0.424,0.8029999999999999,0.368,112.1,1.54,장성호,13.0
14,14, 한화,33,74,279,237,34,58,8,0,4,78,29,0,2,2,1,35,9,3,2,0.245,0.344,0.32899999999999996,0.6729999999999999,0.317,83.7,0.06,장성호,14.0
15,15, 한화,34,116,478,390,53,95,13,0,8,132,37,0,6,4,2,66,9,3,0,0.244,0.379,0.33799999999999997,0.7170000000000001,0.34700000000000003,108.1,1.41,장성호,15.0
16,16, 한화,35,130,501,429,57,113,28,0,9,168,52,2,3,2,1,63,11,1,2,0.263,0.364,0.392,0.7559999999999999,0.358,123.2,2.5,장성호,16.0
17,17, 롯데,36,83,278,241,21,64,10,1,4,88,27,0,1,2,4,36,5,0,0,0.266,0.363,0.365,0.7290000000000001,0.345,101.7,0.71,장성호,17.0
18,18, 롯데,37,5,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.6,0.0,0.6,0.3720000000000001,103.4,0.02,장성호,18.0
19,19, kt,38,49,114,94,11,29,4,0,1,36,16,1,0,2,0,15,3,0,1,0.309,0.42100000000000004,0.38299999999999995,0.804,0.381,118.4,0.35,장성호,19.0
0,0, OB,23,23,55,48,6,15,3,0,0,18,4,0,0,0,0,3,0,2,0,0.313,0.377,0.375,0.752,0.34299999999999997,104.3,0.22,장원진,0.0
1,1, OB,24,49,86,72,9,19,4,1,0,25,6,4,0,0,0,12,0,4,1,0.264,0.342,0.34700000000000003,0.6890000000000001,0.313,100.6,0.46,장원진,1.0
2,2, OB,25,99,297,259,37,77,19,2,4,112,25,5,6,5,0,48,4,11,2,0.297,0.35700000000000004,0.4320000000000001,0.789,0.35100000000000003,123.4,1.82,장원진,2.0
3,3, OB,26,123,439,393,63,102,15,2,9,148,58,8,6,5,0,53,4,5,4,0.26,0.32,0.377,0.6970000000000001,0.318,103.7,2.5,장원진,3.0
4,4, OB,28,97,377,339,34,90,8,0,6,116,31,1,3,5,1,40,6,4,2,0.265,0.327,0.342,0.669,0.308,89.2,0.71,장원진,4.0
5,5, OB,29,98,279,249,18,56,9,2,2,75,20,3,3,9,1,45,7,4,0,0.225,0.298,0.301,0.599,0.275,65.9,-0.43,장원진,5.0
6,6, 두산,30,121,480,426,59,135,15,2,2,160,58,3,2,4,2,44,9,2,9,0.317,0.3720000000000001,0.376,0.748,0.34,97.0,1.55,장원진,6.0
7,7, 두산,31,133,579,527,94,170,27,5,7,228,59,10,4,3,0,37,12,1,5,0.32299999999999995,0.374,0.433,0.8059999999999999,0.365,116.6,3.49,장원진,7.0
8,8, 두산,32,129,559,513,73,146,17,3,5,184,53,11,4,3,2,43,13,2,3,0.285,0.336,0.359,0.6940000000000001,0.32299999999999995,81.6,0.95,장원진,8.0
9,9, 두산,33,130,488,444,55,122,12,3,1,143,30,2,2,3,0,65,10,7,3,0.275,0.324,0.322,0.6459999999999999,0.294,75.3,-0.1,장원진,9.0
10,10, 두산,34,124,429,386,46,112,23,1,5,152,48,1,1,4,1,38,6,4,4,0.29,0.34600000000000003,0.39399999999999996,0.74,0.335,97.8,1.06,장원진,10.0
11,11, 두산,35,130,486,429,51,122,15,4,5,160,49,5,8,5,1,54,5,5,3,0.284,0.35600000000000004,0.373,0.7290000000000001,0.33799999999999997,99.1,1.16,장원진,11.0
12,12, 두산,36,123,478,423,58,121,16,0,3,146,42,4,4,9,1,53,5,2,2,0.28600000000000003,0.361,0.345,0.7070000000000001,0.335,101.1,1.26,장원진,12.0
13,13, 두산,37,98,214,198,8,50,8,0,2,64,19,1,2,2,0,22,7,3,4,0.253,0.28,0.32299999999999995,0.603,0.278,70.0,-0.3,장원진,13.0
14,14, 두산,38,23,31,27,1,5,2,0,0,7,3,0,0,0,0,3,1,0,2,0.185,0.226,0.259,0.485,0.225,24.6,-0.13,장원진,14.0
0,0, 빙그레,19,94,331,281,24,76,15,0,8,115,34,1,6,9,0,62,4,11,0,0.27,0.359,0.409,0.769,0.355,118.4,2.45,장종훈,0.0
1,1, 빙그레,20,108,406,344,53,83,20,4,12,147,57,3,1,10,0,95,1,3,6,0.24100000000000002,0.33799999999999997,0.4270000000000001,0.765,0.349,114.9,3.39,장종훈,1.0
2,2, 빙그레,21,112,301,256,49,65,11,0,18,130,46,6,4,7,0,55,3,2,3,0.254,0.35100000000000003,0.508,0.8590000000000001,0.39399999999999996,143.9,3.4,장종훈,2.0
3,3, 빙그레,22,120,496,411,73,119,15,3,28,224,91,8,7,11,5,84,3,0,5,0.29,0.401,0.545,0.946,0.429,165.1,6.94,장종훈,3.0
4,4, 빙그레,23,126,558,464,104,160,24,4,35,297,114,21,11,15,8,88,12,0,3,0.345,0.45,0.64,1.09,0.48200000000000004,204.2,8.79,장종훈,4.0
5,5, 빙그레,24,125,556,431,106,129,28,2,41,284,119,13,5,13,15,99,5,0,6,0.299,0.446,0.659,1.105,0.469,188.2,7.74,장종훈,5.0
6,6, 빙그레,25,97,412,339,58,100,21,0,17,172,58,12,2,9,7,68,4,0,6,0.295,0.405,0.507,0.9129999999999999,0.41700000000000004,175.4,4.97,장종훈,6.0
7,7, 한화,26,79,283,243,33,65,11,3,10,112,34,5,1,2,5,60,1,1,1,0.267,0.365,0.461,0.826,0.3720000000000001,136.8,2.22,장종훈,7.0
8,8, 한화,27,126,498,420,77,137,25,4,22,236,78,8,9,6,16,63,10,0,4,0.326,0.424,0.562,0.986,0.431,183.1,6.14,장종훈,8.0
9,9, 한화,28,90,340,289,50,77,18,0,15,140,57,8,4,11,6,63,2,0,3,0.266,0.368,0.484,0.852,0.382,146.3,2.87,장종훈,9.0
10,10, 한화,29,121,499,427,74,125,27,1,22,220,76,15,8,4,8,76,9,0,5,0.293,0.385,0.515,0.9,0.396,149.6,4.44,장종훈,10.0
11,11, 한화,30,118,489,437,60,120,17,1,17,190,66,3,5,7,5,69,13,0,4,0.275,0.344,0.435,0.778,0.34600000000000003,116.0,2.1,장종훈,11.0
12,12, 한화,31,126,531,465,80,132,31,2,27,248,86,4,4,8,0,93,11,0,4,0.284,0.365,0.5329999999999999,0.899,0.386,126.4,3.13,장종훈,12.0
13,13, 한화,32,127,512,447,66,118,19,0,28,221,81,1,3,11,5,114,15,0,2,0.264,0.354,0.494,0.848,0.369,118.6,2.35,장종훈,13.0
14,14, 한화,33,120,421,366,55,100,16,0,15,161,54,11,4,4,4,87,7,2,4,0.273,0.35600000000000004,0.44,0.7959999999999999,0.35600000000000004,104.3,1.47,장종훈,14.0
15,15, 한화,34,101,331,302,38,75,15,0,12,126,42,2,2,2,1,88,1,1,2,0.248,0.306,0.41700000000000004,0.723,0.318,92.7,0.31,장종훈,15.0
16,16, 한화,35,83,234,206,21,50,8,1,6,78,24,1,3,2,1,56,5,4,1,0.243,0.317,0.379,0.696,0.311,81.7,-0.17,장종훈,16.0
17,17, 한화,36,70,165,153,21,39,10,0,6,67,27,0,1,0,0,31,4,2,0,0.255,0.301,0.43799999999999994,0.7390000000000001,0.32899999999999996,93.2,0.27,장종훈,17.0
18,18, 한화,37,7,11,11,1,1,0,0,1,4,1,0,0,0,0,3,0,0,0,0.091,0.091,0.364,0.455,0.187,3.1,-0.1,장종훈,18.0
0,0.0, 해태,22,28,48,42,3,8,1,0,2,15,3,0,0,1,0,13,1,1,0,0.19,0.27699999999999997,0.35700000000000004,0.634,0.298,87.9,0.25,장채근,0.0
1,1.0, 해태,23,40,88,77,5,16,4,0,3,29,9,1,0,0,0,14,2,4,1,0.20800000000000002,0.262,0.377,0.639,0.285,68.9,0.3,장채근,1.0
2,2.0, 해태,24,107,383,338,51,84,16,0,26,178,58,2,1,0,1,64,11,9,0,0.249,0.321,0.527,0.848,0.371,130.0,3.99,장채근,2.0
3,3.0, 해태,25,102,357,316,27,77,15,0,10,122,37,0,1,3,2,53,13,2,1,0.244,0.324,0.386,0.71,0.335,105.0,2.51,장채근,3.0
4,4.0, 해태,26,61,218,192,21,43,4,0,7,68,21,0,1,3,0,37,4,9,0,0.22399999999999998,0.287,0.354,0.6409999999999999,0.292,73.4,0.76,장채근,4.0
5,5.0, 해태,27,114,401,345,46,81,11,0,17,143,48,0,2,2,0,59,16,6,4,0.235,0.322,0.414,0.736,0.335,103.8,2.8,장채근,5.0
6,6.0, 해태,28,112,396,326,59,86,14,0,23,169,62,1,0,6,1,66,11,0,4,0.264,0.384,0.518,0.902,0.401,143.2,4.78,장채근,6.0
7,7.0, 해태,29,67,200,163,17,29,4,0,4,45,20,2,0,2,0,25,6,6,0,0.17800000000000002,0.309,0.276,0.585,0.282,78.5,0.89,장채근,7.0
8,8.0, 해태|쌍방울,30,30,56,54,1,6,0,0,1,9,4,0,1,0,0,10,1,0,0,0.111,0.14300000000000002,0.16699999999999998,0.31,0.14800000000000002,-18.4,-0.45,장채근,8.0
9,9.0, 쌍방울,30,16,24,23,0,2,0,0,0,2,0,0,1,0,0,5,1,0,0,0.087,0.125,0.087,0.212,0.10800000000000001,-47.9,-0.3,장채근,9.0
10,10.0, 해태,30,14,32,31,1,4,0,0,1,7,4,0,0,0,0,5,0,0,0,0.129,0.156,0.226,0.382,0.17800000000000002,3.1,-0.15,장채근,10.0
11,11.0, 쌍방울,31,73,140,126,7,22,5,0,4,39,23,0,1,1,0,26,3,1,2,0.175,0.237,0.31,0.547,0.25,56.6,0.17,장채근,11.0
0,0, 삼성,25,64,264,214,42,72,15,3,3,102,27,34,14,5,0,35,1,2,1,0.336,0.45399999999999996,0.47700000000000004,0.9309999999999999,0.4270000000000001,161.6,3.25,장태수,0.0
1,1, 삼성,26,82,279,245,36,51,4,1,4,69,21,10,8,2,0,32,4,8,1,0.20800000000000002,0.278,0.282,0.5589999999999999,0.26,60.1,0.16,장태수,1.0
2,2, 삼성,27,74,227,192,40,55,13,2,2,78,8,10,2,2,0,18,3,5,0,0.28600000000000003,0.38,0.406,0.7859999999999999,0.361,129.2,2.28,장태수,2.0
3,3, 삼성,28,104,297,252,33,73,13,0,1,89,25,10,7,3,0,28,5,8,4,0.29,0.3670000000000001,0.353,0.72,0.33399999999999996,106.3,1.77,장태수,3.0
4,4, 삼성,29,96,239,200,35,57,12,1,8,95,29,15,7,6,0,26,2,9,2,0.285,0.37,0.475,0.845,0.381,148.4,2.78,장태수,4.0
5,5, 삼성,30,89,311,266,47,75,15,3,8,120,32,8,7,2,0,38,4,4,3,0.282,0.368,0.451,0.8190000000000001,0.379,135.7,2.98,장태수,5.0
6,6, 삼성,31,92,344,290,54,77,7,4,8,116,33,25,6,6,0,33,4,9,1,0.266,0.361,0.4,0.7609999999999999,0.348,114.5,2.94,장태수,6.0
7,7, 삼성,32,106,344,290,39,88,10,1,5,115,34,24,9,3,1,32,1,9,6,0.303,0.379,0.397,0.7759999999999999,0.36,121.8,2.99,장태수,7.0
8,8, 삼성,33,103,295,243,41,57,14,1,3,82,30,9,6,4,0,31,6,14,2,0.235,0.331,0.337,0.6679999999999999,0.308,84.8,0.56,장태수,8.0
9,9, 삼성,34,89,219,178,33,52,3,2,4,71,32,2,3,7,1,14,4,8,3,0.292,0.389,0.39899999999999997,0.7879999999999999,0.35700000000000004,118.5,1.27,장태수,9.0
10,10, 삼성,35,92,191,162,28,35,4,2,2,49,20,4,2,1,0,37,6,4,1,0.21600000000000005,0.316,0.302,0.618,0.29100000000000004,69.3,0.04,장태수,10.0
0,0, 삼성,27,92,386,317,61,117,19,3,18,196,62,22,2,6,6,39,1,0,5,0.369,0.469,0.618,1.087,0.483,215.4,7.4,장효조,0.0
1,1, 삼성,28,89,365,309,56,100,19,7,7,154,44,8,8,5,8,25,2,0,2,0.324,0.42200000000000004,0.498,0.92,0.418,169.7,4.37,장효조,1.0
2,2, 삼성,29,107,422,346,66,129,24,1,11,188,65,17,8,4,6,23,6,8,6,0.373,0.46,0.5429999999999999,1.003,0.446,184.5,5.93,장효조,2.0
3,3, 삼성,30,95,367,304,55,100,20,2,6,142,41,16,7,1,7,30,6,0,3,0.32899999999999996,0.436,0.467,0.903,0.42,176.9,4.84,장효조,3.0
4,4, 삼성,31,88,335,284,51,110,16,4,2,140,58,7,4,3,3,26,1,1,6,0.387,0.461,0.493,0.9540000000000001,0.444,181.3,4.63,장효조,4.0
5,5, 삼성,32,96,334,283,41,89,12,2,4,117,35,5,5,2,0,27,2,0,0,0.314,0.419,0.413,0.833,0.395,146.0,3.01,장효조,5.0
6,6, 롯데,33,94,393,333,40,101,8,3,1,118,31,12,15,3,0,30,2,0,1,0.303,0.40700000000000003,0.354,0.762,0.375,131.4,2.63,장효조,6.0
7,7, 롯데,34,96,364,324,36,89,13,4,1,113,22,8,4,2,0,33,5,4,0,0.275,0.34700000000000003,0.349,0.696,0.33299999999999996,101.0,2.13,장효조,7.0
8,8, 롯데,35,122,424,346,56,120,17,10,4,169,54,11,7,0,6,31,4,2,4,0.34700000000000003,0.452,0.488,0.941,0.4270000000000001,165.2,5.06,장효조,8.0
9,9, 롯데,36,82,242,204,23,54,9,0,0,63,25,3,1,1,1,25,2,1,3,0.265,0.365,0.309,0.674,0.325,91.8,0.25,장효조,9.0
0,0, 롯데,22,15,35,30,3,3,3,0,0,6,3,0,0,0,0,9,1,0,0,0.1,0.22899999999999998,0.2,0.429,0.218,18.5, -0.28,전준우,0.0
1,1, 롯데,23,26,66,59,12,13,3,0,2,22,9,1,0,1,0,16,1,0,1,0.22,0.28800000000000003,0.373,0.6609999999999999,0.297,64.0, 0.08,전준우,1.0
2,2, 롯데,24,114,394,350,56,101,14,2,19,176,57,16,7,8,0,89,7,5,5,0.289,0.34700000000000003,0.503,0.85,0.3720000000000001,120.2, 3.14,전준우,2.0
3,3, 롯데,25,133,601,539,97,162,38,5,11,243,64,23,9,7,4,101,14,2,3,0.301,0.366,0.451,0.816,0.375,126.6, 5.43,전준우,3.0
4,4, 롯데,26,122,520,459,63,116,22,4,7,167,38,21,8,7,0,103,16,6,3,0.253,0.327,0.364,0.691,0.324,100.1, 2.99,전준우,4.0
5,5, 롯데,27,128,537,455,65,125,25,1,7,173,66,19,8,5,0,77,15,5,7,0.275,0.3670000000000001,0.38,0.747,0.35200000000000004,106.6, 3.31,전준우,5.0
6,6, 롯데,28,113,470,415,69,121,23,2,14,190,66,7,4,9,0,71,10,9,3,0.292,0.35600000000000004,0.45799999999999996,0.8140000000000001,0.35700000000000004,97.8, 2.24,전준우,6.0
7,7, 롯데,30,25,113,99,16,25,7,0,2,38,10,3,3,6,0,25,4,1,0,0.253,0.33899999999999997,0.384,0.723,0.33299999999999996,83.0, 0.19,전준우,7.0
8,8, 롯데,31,110,496,455,76,146,27,1,18,229,69,2,4,7,2,70,11,2,2,0.321,0.37,0.503,0.8740000000000001,0.381,120.5, 3.36,전준우,8.0
9,9, 롯데,32,144,614,556,118,190,36,2,33,329,90,7,7,7,1,82,12,1,2,0.342,0.4,0.5920000000000001,0.991,0.42100000000000004,146.3, 5.67,전준우,9.0
10,10, 롯데,33,141,606,545,85,164,30,1,22,262,83,8,2,7,2,71,19,1,7,0.301,0.359,0.48100000000000004,0.8390000000000001,0.379,130.5, 4.24,전준우,10.0
11,11, 롯데,34,143,628,562,95,157,34,1,26,271,96,5,5,8,0,79,21,3,3,0.27899999999999997,0.34700000000000003,0.48200000000000004,0.8290000000000001,0.368,113.3, ,전준우,11.0
12,12, 롯데,35,144,619,552,88,192,46,0,7,259,92,6,3,5,0,71,10,1,8,0.348,0.405,0.469,0.8740000000000001,0.406,140.4, 4.93,전준우,12.0
13,13, 롯데,36,33,142,131,22,42,5,0,2,53,14,3,3,1,1,15,3,0,2,0.321,0.359,0.405,0.764,0.353,124.8, 0.85,전준우,13.0
0,0, 롯데,22,122,451,372,66,98,13,6,2,129,48,18,12,9,3,38,1,10,7,0.263,0.36,0.34700000000000003,0.7070000000000001,0.326,98.1,2.49,전준호,0.0
1,1, 롯데,23,120,537,466,90,140,17,9,5,190,49,33,6,7,0,49,4,11,2,0.3,0.376,0.408,0.784,0.358,113.8,4.58,전준호,1.0
2,2, 롯데,24,120,465,393,63,111,3,7,1,131,31,75,25,5,0,31,2,16,4,0.282,0.363,0.33299999999999996,0.696,0.324,108.6,4.07,전준호,2.0
3,3, 롯데,25,79,320,281,47,81,5,3,2,98,25,25,11,0,0,32,1,4,2,0.28800000000000003,0.361,0.349,0.71,0.33299999999999996,109.6,2.36,전준호,3.0
4,4, 롯데,26,124,540,458,93,141,13,12,1,181,42,69,25,6,3,54,5,8,6,0.308,0.39299999999999996,0.395,0.7879999999999999,0.359,131.4,5.78,전준호,4.0
5,5, 롯데,27,103,377,324,49,88,12,9,2,124,22,23,9,0,2,37,4,13,2,0.272,0.34600000000000003,0.38299999999999995,0.7290000000000001,0.326,105.8,2.01,전준호,5.0
6,6, 현대,28,110,425,369,48,91,14,7,2,125,18,23,12,2,1,54,5,10,0,0.247,0.33,0.33899999999999997,0.669,0.305,87.1,1.09,전준호,6.0
7,7, 현대,29,126,518,446,78,143,16,7,5,188,43,35,17,10,0,58,2,10,3,0.321,0.39799999999999996,0.42200000000000004,0.8190000000000001,0.3670000000000001,131.6,4.27,전준호,7.0
8,8, 현대,30,129,562,470,80,137,7,2,4,160,43,38,12,4,1,72,1,15,6,0.29100000000000004,0.38,0.34,0.721,0.33,89.8,1.77,전준호,8.0
9,9, 현대,31,87,334,263,53,83,12,2,1,102,18,18,8,6,1,36,0,13,1,0.316,0.436,0.38799999999999996,0.8240000000000001,0.373,122.2,2.3,전준호,9.0
10,10, 현대,32,125,490,400,85,130,18,6,4,172,35,27,15,8,1,51,5,13,4,0.325,0.426,0.43,0.856,0.389,126.5,3.55,전준호,10.0
11,11, 현대,33,126,501,420,83,126,15,8,3,166,28,26,11,13,1,51,2,14,1,0.3,0.39399999999999996,0.395,0.79,0.35200000000000004,116.2,3.23,전준호,11.0
12,12, 현대,34,129,533,442,79,119,16,6,3,156,38,20,9,10,0,56,3,20,2,0.26899999999999996,0.365,0.353,0.718,0.325,91.0,2.63,전준호,12.0
13,13, 현대,35,132,581,487,88,142,10,7,4,178,48,53,7,5,2,64,4,24,2,0.292,0.377,0.366,0.743,0.337,98.4,4.24,전준호,13.0
14,14, 현대,36,94,320,278,34,74,8,2,0,86,22,18,8,4,0,42,1,10,3,0.266,0.332,0.309,0.642,0.297,75.8,0.91,전준호,14.0
15,15, 현대,37,109,346,303,37,87,10,1,1,102,26,20,7,2,0,28,3,16,0,0.287,0.34600000000000003,0.337,0.682,0.311,94.0,1.25,전준호,15.0
16,16, 현대,38,121,430,371,52,110,8,1,1,123,13,11,8,9,1,45,6,8,2,0.297,0.377,0.332,0.708,0.337,104.5,1.71,전준호,16.0
17,17, 히어로즈,39,114,391,352,44,109,16,5,1,138,24,16,11,1,2,41,5,1,2,0.31,0.3720000000000001,0.392,0.764,0.359,116.0,2.18,전준호,17.0
18,18, 히어로즈,40,21,37,33,2,8,1,0,0,9,4,2,4,0,0,5,0,0,0,0.242,0.324,0.273,0.597,0.29100000000000004,60.0,-0.24,전준호,18.0
0,0, 삼성,22,75,220,194,21,48,7,2,1,62,19,4,2,1,0,46,7,6,4,0.247,0.29600000000000004,0.32,0.615,0.27899999999999997,73.6,0.52,정경배,0.0
1,1, 삼성,23,123,486,420,66,115,25,3,13,185,72,13,9,6,2,84,5,14,6,0.27399999999999997,0.336,0.44,0.7759999999999999,0.335,107.6,3.07,정경배,1.0
2,2, 삼성,24,123,405,357,36,84,17,1,11,136,55,9,5,9,2,62,17,15,5,0.235,0.287,0.381,0.6679999999999999,0.28600000000000003,75.6,0.91,정경배,2.0
3,3, 삼성,25,105,453,398,75,124,15,0,18,193,53,16,8,24,0,80,7,6,1,0.312,0.385,0.485,0.87,0.381,123.3,3.71,정경배,3.0
4,4, 삼성,26,102,426,374,60,108,25,1,12,171,38,5,4,9,0,71,5,7,3,0.289,0.358,0.457,0.815,0.358,111.4,2.81,정경배,4.0
5,5, 삼성,27,105,333,279,34,69,19,0,3,97,30,2,4,14,1,55,4,14,3,0.247,0.332,0.348,0.68,0.306,72.0,0.48,정경배,5.0
6,6, SK,28,75,174,153,19,43,11,1,2,62,14,0,1,6,0,37,4,4,2,0.281,0.341,0.405,0.746,0.32799999999999996,99.4,0.86,정경배,6.0
